iso_time,unix_time,temp_C
2026-01-16T12:58:31.736,1768535911,69.4
2026-01-16T12:58:32.236,1768535912,70.5
2026-01-16T12:58:32.737,1768535912,70.5
2026-01-16T12:58:33.237,1768535913,69.95
2026-01-16T12:58:33.737,1768535913,71.05
2026-01-16T12:58:34.237,1768535914,69.95
2026-01-16T12:58:34.737,1768535914,71.05
2026-01-16T12:58:35.237,1768535915,71.05
2026-01-16T12:58:35.737,1768535915,69.95
2026-01-16T12:58:36.237,1768535916,69.95
2026-01-16T12:58:36.737,1768535916,71.05
2026-01-16T12:58:37.238,1768535917,70.5
2026-01-16T12:58:37.738,1768535917,71.05
2026-01-16T12:58:38.238,1768535918,69.95
2026-01-16T12:58:38.738,1768535918,70.5
2026-01-16T12:58:39.238,1768535919,69.95
2026-01-16T12:58:39.738,1768535919,71.6
2026-01-16T12:58:40.238,1768535920,69.4
2026-01-16T12:58:40.738,1768535920,71.6
2026-01-16T12:58:41.238,1768535921,71.05
2026-01-16T12:58:41.739,1768535921,71.6
2026-01-16T12:58:42.239,1768535922,71.6
2026-01-16T12:58:42.739,1768535922,71.05
2026-01-16T12:58:43.239,1768535923,71.05
2026-01-16T12:58:43.739,1768535923,71.6
2026-01-16T12:58:44.239,1768535924,72.15
2026-01-16T12:58:44.740,1768535924,71.6
2026-01-16T12:58:45.241,1768535925,71.6
2026-01-16T12:58:45.741,1768535925,70.5
2026-01-16T12:58:46.241,1768535926,71.6
2026-01-16T12:58:46.741,1768535926,71.6
2026-01-16T12:58:47.241,1768535927,71.05
2026-01-16T12:58:47.741,1768535927,70.5
2026-01-16T12:58:48.241,1768535928,71.05
2026-01-16T12:58:48.742,1768535928,71.6
2026-01-16T12:58:49.242,1768535929,69.95
2026-01-16T12:58:49.743,1768535929,71.05
2026-01-16T12:58:50.244,1768535930,71.6
2026-01-16T12:58:50.744,1768535930,70.5
2026-01-16T12:58:51.244,1768535931,69.95
2026-01-16T12:58:51.749,1768535931,71.6
2026-01-16T12:58:52.249,1768535932,72.15
2026-01-16T12:58:52.749,1768535932,72.15
2026-01-16T12:58:53.249,1768535933,71.05
2026-01-16T12:58:53.749,1768535933,72.15
2026-01-16T12:58:54.249,1768535934,72.7
2026-01-16T12:58:54.749,1768535934,71.05
2026-01-16T12:58:55.249,1768535935,72.15
2026-01-16T12:58:55.750,1768535935,71.05
2026-01-16T12:58:56.250,1768535936,71.6
2026-01-16T12:58:56.750,1768535936,72.7
2026-01-16T12:58:57.250,1768535937,72.7
2026-01-16T12:58:57.750,1768535937,72.7
2026-01-16T12:58:58.250,1768535938,72.15
2026-01-16T12:58:58.750,1768535938,72.7
2026-01-16T12:58:59.250,1768535939,72.15
2026-01-16T12:58:59.750,1768535939,71.6
2026-01-16T12:59:00.250,1768535940,72.7
2026-01-16T12:59:00.751,1768535940,72.7
2026-01-16T12:59:01.251,1768535941,72.15
2026-01-16T12:59:01.751,1768535941,72.7
2026-01-16T12:59:02.251,1768535942,72.15
2026-01-16T12:59:02.751,1768535942,72.7
2026-01-16T12:59:03.251,1768535943,72.7
2026-01-16T12:59:03.751,1768535943,72.15
2026-01-16T12:59:04.251,1768535944,72.15
2026-01-16T12:59:04.751,1768535944,72.7
2026-01-16T12:59:05.256,1768535945,72.15
2026-01-16T12:59:05.756,1768535945,72.7
2026-01-16T12:59:06.256,1768535946,71.6
2026-01-16T12:59:06.756,1768535946,72.7
2026-01-16T12:59:07.257,1768535947,71.6
2026-01-16T12:59:07.757,1768535947,73.25
2026-01-16T12:59:08.257,1768535948,71.6
